-0.8833,41.65
-0.8833,41.65
-0.88351458,41.65
-0.8833,41.65
-1.11667,41.5833
-0.87876096,41.65616347
-0.8833,41.65
-0.8833,41.65
-0.966667,41.7
-1.00086839,41.71048128
-1.00041862,41.71078538
-0.86978167,41.6623126
-8.366267,43.3160978
-0.87425,41.65036
-0.8878136,41.6535006
-0.9,41.65
-0.8833,41.65
-0.8833,41.65
-0.9,41.65
-0.8833,41.65
6.55,46.43333333
-0.88421199,41.60951678
-1.0,41.7167
-0.86591929,41.64079607
-0.8833,41.65
-0.88545084,41.65686593
-0.8833,41.65
5.86666667,45.73333333
-0.90339391,41.6431959
-0.86591929,41.64079607
5.86666667,45.73333333
-0.9112,41.658661
